ID,Year,Month,Model,Features,Parameters,Predicted Production,Actual Production,Error,% Error,Crop,Feature Values,Abs_Error,Abs_Pct_Error
,2017,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1051116.5847368408,1011269.0,39847.5847368408,0.03940354617499478,Rice,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",39847.5847368408,0.03940354617499478
,2017,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",427268.58926315745,410364.0,16904.589263157453,0.04119413316752311,Corn,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",16904.589263157453,0.04119413316752311
,2017,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",731017.768421053,875484.0,-144466.23157894704,-0.1650129889055049,Millet,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",144466.23157894704,0.1650129889055049
,2017,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",202433.10715789464,215491.0,-13057.892842105357,-0.060596000956445316,Sorghum,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",13057.892842105357,0.060596000956445316
,2017,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",713432.2921052631,1405223.0,-691790.7078947369,-0.49229959080853136,Peanut,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",691790.7078947369,0.49229959080853136
,2018,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1109753.4861904774,1206587.27,-96833.78380952263,-0.08025427270546509,Rice,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",96833.78380952263,0.08025427270546509
,2018,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",435018.7807619048,485672.51,-50653.72923809523,-0.10429605998926154,Corn,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",50653.72923809523,0.10429605998926154
,2018,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",937996.1999999993,897574.18,40422.019999999204,0.04503474019272613,Millet,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",40422.019999999204,0.04503474019272613
,2018,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",227526.8445714286,295463.11,-67936.26542857138,-0.22993146396032785,Sorghum,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",67936.26542857138,0.22993146396032785
,2018,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1530548.9499999993,1500588.37,29960.579999999143,0.01996588844680913,Peanut,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",29960.579999999143,0.01996588844680913
,2019,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1327897.3151948047,1155730.28,172167.03519480466,0.1489681789723504,Rice,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",172167.03519480466,0.1489681789723504
,2019,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",520385.6328571432,530704.97,-10319.337142856792,-0.01944458357504508,Corn,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",10319.337142856792,0.01944458357504508
,2019,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",957233.1607792204,807044.07,150189.09077922045,0.1860977564449739,Millet,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",150189.09077922045,0.1860977564449739
,2019,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",320588.1055844157,270168.31,50419.795584415726,0.18662364799341466,Sorghum,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",50419.795584415726,0.18662364799341466
,2019,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1628575.2359740278,1421288.11,207287.12597402767,0.1458445508096368,Peanut,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",207287.12597402767,0.1458445508096368
,2020,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",1253465.8752964425,1349723.01,-96257.13470355747,-0.07131621376415408,Rice,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",96257.13470355747,0.07131621376415408
,2020,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",568661.9704347828,761883.04,-193221.06956521724,-0.2536098842221468,Corn,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",193221.06956521724,0.2536098842221468
,2020,1,lr - allyears - wo temp,"['_Weighted_Rainfall', '_Weighted_VHI', '_Weighted_VHI_Cumulative']","{'training_data_years': 20, 'differencing': 1, 'ma': 0}",844600.1353754938,1144854.92,-300254.78462450614,-0.2622644838042065,Millet,"Rice_Weighted_Rainfall_Transformed           395.688970
Rice_Weighted_VHI_Transformed                  0.012873
Rice_Weighted_VHI_Cumulative_Transformed       0.183170
YearFeature                                 2020.000000
Name: 128, dtype: float64",300254.78462450614,0.2622644838042065
